Word;Translation;State
pew;"церковная скамья со спинкой, кафедра, люди, слушающие проповедь, постоянное отгороженное место в церкви, сиденье, стул, маленькая скамеечка рядом со знатными особами, на которой обычно сидели их фавориты";0
pewter;"сплав олова со свинцом, сплав на оловянной основе, оловянная посуда, оловянная кружка, кубок, денежный приз";0
phallus;фаллос;0
phantom;"фантом, призрак, фантомный, иллюзорный, иллюзия";0
pharaoh;фараон;0
pharmaceutical;"фармацевтический, аптекарский";0
phase;"фаза, этап, фазовый, стадия, период, фазировать, ступень, фазис";0
phd;"доктор философии, доктор философии ";0
phenomenal;"феноменальный, выдающийся, исключительный, необыкновенный, ощутимый, заметный, воспринимаемый";0
philanthropy;"филантропия, благотворительность";0
philharmonic;"почитающий гармонию, любящий музыку, филармонический, музыкальный филармония, оркестр филармонии, симфония, меломан, любитель музыки";0
philistine;"филистимлянин, филистер, обыватель, мещанин, филистерский, мещанский";0
philosopher;"мыслитель, философ, человек с философским подходом к жизни, спокойный, рациональный человек";0
philosophical;философский;0
phlegm;"мокрота, слизь, флегма, флегматичность";0
phobia;"фобия, страх, боязнь";0
phoebe;"феба, луна";0
phoenix;"финикс, феникс ";0
phonetic;фонетический;0
phonological;фонологический;0
phonology;"фонология ";0
phosphate;"фосфат, фосфатовый, фосфорнокислый, фосфатный";0
photocopy;"фотокопия, фотокопировать";0
photograph;"фотография, фотографировать, снимать, фотоснимок, фотографический снимок";0
photographic;"фотографический, точно воспроизводящий";0
photography;"фотография, съемка, фотографирование, фотосъемка";0
photon;"фотон, фотонный";0
photosynthesis;фотосинтез;0
"phrasal verb";"фразовый глагол";0
phraseology;"фразеология, манера, слог, стиль, язык";0
physical;"физический, материальный, телесный, физикальный, природный";0
physically;"физически, материально, вещественно, телесно ";0
physicist;физик;0
physiological;физиологический;0
physiotherapist;физиотерапевт;0
physique;"телосложение, физические данные";0
pianist;пианист;0
piazza;"пьяцца, площадь, веранда";0
picket;"пикет, пикетчик, кол, пикетировать, колышек, штакетник";0
pictorial;"живописный, изобразительный, графический, сделанный в форме рисунков, иллюстрированный, снабжённый иллюстрациями живой, красочный, яркий, образный иллюстрированное периодическое издание, почтовая марка с красочным изображением ";0
picturesque;"живописный, колоритный, образный";0
piecemeal;"по частям";0
pied;"пёстрый, разноцветный, носящий пёструю одежду";0
piers;причалы;0
pilgrim;"пилигрим, паломник, странник";0
pilgrimage;"паломничество, место паломничества, странствие, длительное путешествие, человеческая жизнь, паломничать, совершать паломничество";0
pillage;"грабить, грабеж, мародерство";0
pimp;"сутенер, сводник, сводничать";0
"pine nuts";"кедровые орехи";0
"pine tree";сосна;0
ping;"резкий звук, звон";0
ping-pong;"пинг-понг, настольный теннис ";0
pinnacle;"вершина, пик";0
pinpoint;"остриё булавки, что-л. очень маленькое, безделица, пустяк, место, которое можно увидеть и идентифицировать с самолёта, прицельный, точный, особый, детальный, подробный, острый засекать цель, бомбардировать точечную цель, указать точно, заострить внимание, акцентировать, уменьшиться до невидимых размеров";0
pint;"пинта, кружка ёмкостью в пинту, пинта пива, эля ";0
pioneer;"пионер, первопроходец, первооткрыватель, сапер, новатор, инициатор";0
pioneering;"новаторский, первопроходческий, пионерский";0
pious;"благочестивый, набожный, религиозный, праведный";0
pip;"косточка, семечко, пятно";0
pipeline;"трубопровод, нефтепровод, конвейер, конвейерный";0
piper;"игрок на свирели, дудке, дудочник, волынщик, суфляр, свищ, излом, разновидность морского петуха, сарган ";0
piracy;"пиратство, грабёж морских судов, похищение, захват, угон, пиратство, нарушение авторского права, нелицензированное использование, незаконное присвоение, плагиат, незаконный перехват радио- или телесигналов, перехват одной реки другой";0
piranha;"пиранья ";0
pistachio;"фисташковое дерево, фисташка, фисташковый орех, фисташковый, зеленоватый, фисташковый ";0
piston;"поршень, поршневой, плунжер, клапан, пистон";0
pitfall;"ловушка, западня, волчья яма";0
pittance;гроши;0
pituitary;"питуитарный, слизеобразующий";0
pixel;"пиксель, пиксел, элемент изображения";0
pixie;"фея, эльф";0
placard;"табличка, плакат, афиша";0
placate;"умиротворять, унимать, успокаивать";0
placenta;"плацента, семяносец";0
plagiarism;плагиат;0
plagiarize;"заниматься плагиатом, списывать, выдавать за свою";0
plainly;"ясно, различимо, отчётливо, понятно, очевидно, ясно, откровенно, прямо, открыто, просто, безыскусно";0
plankton;планктон;0
planned;"планированный, плановый, планомерный";0
planner;"планировщик, плановик, проектировщик";0
plantation;"плантация, насаждение, посадка";0
planting;"насаждение, плантация, растения, высаженные на плантации, насаждение, высадка, посадка, озеленение, размещение, установка, основание, засылка, внедрение, похороны";0
plasma;"плазма, плазменный";0
plasmid;плазмида;0
plateau;"плато, плоскогорье";0
platelet;тромбоцит;0
platinum;"платина, платиновый";0
platonic;"относящийся к платону, поддерживающий философию платона, платонический, ограничивающийся словами, теоретический ";0
platoon;"взвод, полицейский отряд, залп, очередь, группа людей, группа нападающих или защитников ";0
platter;"большое плоское блюдо, деревянная тарелка, винил, пластмасса, сидюк, диск, один из дисков пакета винчестера ";0
playback;"воспроизведение, проигрывание";0
playboy;"гуляка, кутила, овеса, плейбой, бабник";0
playhouse;"театр, домик для игр, игрушечный домик";0
playmate;"друг детства, товарищ по детским играм";0
play-off;"выключенный, свободный, дальний, нерабочий";0
playroom;"детская комната, комната для игр";0
playwright;драматург;0
plaza;"площадь, открытая площадка, место сбора пошлины за проезд, зона отдыха, сервиса, торговый комплекс ";0
pleasant;приятный;0
pleasantly;"весело, радостно, привлекательно, приятно, мило";0
pleased;довольный;0
pleasing;приятный;0
pleat;"складка, плиссировать";0
plentiful;"изобилующий, изобильный, обильный, богатый ";0
plethora;"полнокровие, изобилие, избыток";0
pliable;"гибкий, податливый, мягкий";0
pliers;"плоскогубцы, пассатижи, клещи, щипцы";0
plonk;"шум, грохот падения";0
plop;"тихое бульканье, хлопок, звук лопающегося пузыря или небольшого взрыва, падение с шумом с тихим всплеском, бульканьем, негромко, с негромким хлопком, быстро, неожиданно ";0
plough;"плуг, вспахивать, пахать";0
ploy;"экстравагантный и весёлый проступок, выходка, шалость, забава, прикол";0
plumb;отвес;0
plume;"перо, плюмаж, султан, шлейф";0
plummet;"лот, грузило";0
plunder;"грабеж, добыча, грабить, разграбление, награбленное, разбой, расхищать";0
pluralism;"совместительство, плюрализм, плюрализм, обслуживание нескольких церковных приходов";0
pluralist;плюралистический;0
plush;"плюшевый, плюш";0
plutonium;"плутоний ";0
ply;"курсировать, слой, засыпать";0
plywood;"фанера, клееная фанера";0
pneumatic;"пневматический, воздушный, с пышными формами, духовный, имеющий пористые кости пневматическая шина, велосипед с пневматическими шинами, воздуходувные мехи, трубы ";0
pneumonia;"пневмония, воспаление легких";0
poach;"незаконно вторгаться на чью-л. территорию с целью что-л. украсть, браконьерствовать, охотиться незаконно или незаконными методами, переходить на половину поля противника и отбирать у него мяч, нечестным образом получить преимущество на скачках, становиться мягкой, непрочной, вязнуть, смачивать, топать, топтать, разрывать землю копытами, нащупывать путь тростью, палкой, помешивать что-л. пальцем, рукой, выкалывать глаза, совать что-л. в дырки, отверстия, готовить яйца-пашот, варить на медленном огне ";0
pod;"стручок, шелуха, гондола, лущить";0
podcast;"подкаст ";0
podium;"трибуна, подиум";0
poetry;"поэзия, стихи, поэтичность";0
poignant;"едкий, острый, пикантный, горький, мучительный, пронизывающий, резкий, трогательный, берущий за душу, резкий, колкий, острый, проницательный, живой, острый, острый, проницательный ";0
"point of view";"точка зрения";0
pointed;"заостренный, направленный, нацеленный, обращённый острым концом на, наведённый, точно определённый, абсолютно точный";0
pointer;"указатель, указка, стрелка прибора";0
pointless;"неостроумный, плоский, вялый, тщетный, неэффективный, бессмысленный, бесцельный, нецелесообразный, с неоткрытым счётом, тупой, незаострённый, без кончика";0
poised;"сбалансированный, готовый к действию";0
poisoning;"отравление, заражение, интоксикация, развращение, растление, порча";0
poisonous;ядовитый;0
polar;"полярный, поляра, полюсный";0
"polar bear";"белый медведь, полярный медведь ";0
polemic;"полемика, искусство полемики, полемический";0
"police officer";"полицейский, офицер";0
"police station";"полицейский участок";0
policeman;полицейский;0
policyholder;"держатель страхового полиса";0
polio;"полиомиелит,  больной полиомиелитом";0
politburo;"политбюро, политбюро ";0
politely;"вежливо, любезно, учтиво ";0
politic;"благоразумный, обдуманный";0
politically;"политически, с государственной или политической точки зрения";0
politician;"политик, политикан, политический деятель";0
polity;"форма правления, строй, устройство, организованное сообщество, государство";0
polka;"полька ";0
pollen;"пыльца, опылять";0
polling;"голосование, анкетирование, опрос общественного мнения";0
pollutant;"загрязняющий агент";0
polluted;загрязненный;0
polo;"поло ";0
polyester;"полиэфирный, полиэстер, полиэфир";0
polygon;"многоугольник, полигон, ломаная";0
polymer;"полимер, полимерный";0
polypropylene;полипропилен;0
polystyrene;полистирол;0
polytechnic;"политехнический, политехникум";0
pomp;"помпа, пышность";0
pompous;"напыщенный, пышный";0
ponce;"сутенёр, педик, гомосексуалист, баба, быть сутенёром, жить на средства проститутки, жить на чужой счёт,, бездельничать, болтаться без дела, терять время попусту, жеманиться, манерничать ";0
pong;вонь;0
pontificate;"первосвященство, понтификат, папство, епископство, срок пребывания у власти первосвященника, папы или епископа, быть, являться римским папой, отправлять богослужение, служить мессу, говорить или вести себя важно, напыщенно";0
pony;"пони, шпаргалка";0
poodle;"пудель ";0
poorer;беднее;0
poorest;беднейший;0
pop;"поп-музыка, выстрел, шипучка, щелчок, щелкать,выталкивать, папаша,";0
poppy;"мак, маковый";0
populace;"простой народ, массы, толпа, чернь, население";0
popularity;"популярность, известность";0
populate;"населять, жить, обитать, заселять, расти, становиться населённым";0
populist;"популист, народник, популист, представитель интересов широких масс";0
populous;"густонаселенный, многолюдный, людный";0
porcupine;дикобраз;0
pore;"пора, отверстие";0
porn;порнография;0
pornography;порнография;0
porous;"пористый, ноздреватый";0
portal;"портал, портальный";0
portfolio;"портфель, папка, функции министра, компетенция министра, портфолио, образцы выполненных работ, портфель ценных бумаг, набор, перечень";0
portrayal;"изображение, представление ";0
portugal;португалия;0
portuguese;"португальский, португальский язык, португалец, португалка";0
pose;"поза, озадачивать, ставить, позировать, предлагать, излагать, ставить в тупик, приводить в замешательство";0
posh;"отличный, превосходный, прекрасный, шикарный";0
positioning;"расстановка, установка в определённом положении, регулировка положения, юстировка, выбор позиции, ориентация, определение положения, выгодная расстановка пешек";0
positively;"положительно, решительно, утвердительно, категорично";0
posse;"поисковый отряд, бандитская группировка, занимающаяся торговлей оружием или наркотиками";0
possession;"владение, обладание, имущество, одержимость";0
possibility;"возможность, вероятность";0
possum;"опоссум, поссум";0
"post office";почта;0
postage;"почтовая оплата, почтовые расходы, пересылка по почте";0
postal;"почтовый, отправляемый по почте";0
postcode;"код, кодекс, программа, шифр, кодировать, индекс, кодировка, зашифровывать, свод";0
posterity;"потомство, последующие поколения, потомки";0
postgraduate;"аспирант аспирантский, изучаемый, проходимый после окончания университета";0
posthumous;"посмертный, рождённый после смерти отца";0
postman;почтальон;0
postmaster;"почтмейстер, начальник почтового отделения, хозяин, смотритель почтовой станции, почтмейстер, администратор узла электронной почты или конкретной подсистемы интернета";0
postscript;". . постскриптум, комментарий к теле- или радиопрограмме новостей, эпилог, заключение, приложение";0
postwar;послевоенный;0
post-war;послевоенный;0
potassium;калий;0
potency;"сила, потенция, могущество, эффективность, активность";0
potentially;потенциально;0
potion;"зелье, снадобье";0
potter;"гончар, горшечник, заниматься несистематически, непрофессионально, пустяковая работа";0
pottery;"керамика, гончарная мастерская, гончарное дело, гончарные изделия, керамические изделия";0
potty;"детский горшок, незначительный, несущественный, пустяковый, слабоумный, помешанный, сумасшедший, проявляющий большой интерес, без ума ";0
pounce;"коготь, внезапный прыжок, наскок, атака, хватать когтями, внезапно атаковать, набрасываться на, ворваться, внезапно налететь, наткнуться, ухватиться за, воспользоваться, придираться, порошкообразный сандарак, порошкообразный уголь, затирать сандараком, копировать узор угольным порошком вытесненное, вырезанное отверстие пробивать, просверливать, чеканить ";0
pounding;"фунт, колотиться, стучать, бить, толочь, измельчать, бомбардировать";0
pout;"надутые губы, недовольная гримаса";0
powerfully;"крепко, мощно, сильно, сильно, веско, значительно";0
powerless;"бессильный, беспомощный";0
pox;"болезнь с проявлениями кожной сыпи ";0
practicable;"осуществимый, реальный, практически выполнимый, полезный, практичный, удобный, проходимый, проезжий, используемый в театральной постановке в натуральном виде, не в виде декораций, доверчивый, легковерный, легко поддающийся влиянию ";0
practical;"практический, практичный, реальный, полезный, целесообразный, дельный";0
practically;"практически, фактически";0
practise;"практиковаться, практиковать, применять, упражняться, осуществлять";0
practitioner;"практикующий врач или юрист, исполнитель, деятель, тот, кто делает что-л. постоянно";0
pragmatism;"назойливость, навязчивость, надоедливость, вмешательство в чужие дела, догматизм, практицизм, прагматизм, соображения выгоды, прагматизм";0
pram;"детская коляска, коляска для новорождённого, плоскодонка, плоскодонная лодка, плашкоут, прам";0
prance;"гарцевать, скакать";0
prank;"шутка, шалость, выходка, проказа, проделка";0
prat;"идиот, задница";0
prattle;"болтать, лепет, лепетать, щебетать";0
prawn;"креветка, придурок, ловить креветок, ловить рыбу на креветок";0
preacher;проповедник;0
preamble;"преамбула, вступление, введение";0
precedence;"предшествование, первенство, превосходство, более высокое положение, старшинство";0
precedent;"прецедент, предшествующий";0
precept;"заповедь, предписание, наставление, завет, инструкция";0
precinct;"огороженная территория, прилегающая к зданию, территория, примыкающая к какому-л. месту, окрестности, граница, предел, рубеж, административный округ, относящийся к определённому полицейскому или избирательному участку в городе, район ";0
precipice;"пропасть, обрыв";0
precipitate;"осадок, ускорять, осаждать, осаждаться, низвергать, выпадать, опрометчивый, выделяться, преципитат";0
precipitous;"крутой, обрывистый, отвесный, стремительный, безудержный";0
precisely;точно;0
precision;"точность, точный, прецизионный, четкость, прецизионность, правильность";0
precocious;"рано развившийся, не по годам развитой, преждевременный, ранний, скороспелый, ранний";0
preconceived;"предвзятый, пристрастный, предубеждённый";0
precursor;"прекурсор, предшественник, предтеча, предвестник";0
predate;"день, срок, свидание, датировать, число, встречаться, финик, финиковая пальма";0
predetermined;"предопределённый, предрешённый, заранее установленный, заранее решённый, предубеждённый";0
predicament;"затруднительное положение, затруднение";0
predicate;"предикат, предикатный, сказуемое, утверждать";0
predictably;"как и ожидалось, предсказуемо, с уверенностью";0
prediction;"предсказание, прогноз, прогнозирование";0
predilection;"пристрастие, склонность";0
predispose;"предрасполагать, склонять к, предопределять, способствовать, вызывать предрасположенность";0
predominantly;"особенно, преимущественно";0
predominate;"преобладать, доминировать, господствовать";0
preen;"чистить перья клювом, прихорашиваться, гордиться собой, нравиться самому себе";0
prefect;"префект, префект, префект, руководитель, начальник, старший ученик, старший студент ";0
preferable;предпочтительный;0
preferably;"лучше, желательно, предпочтительно";0
preference;"предпочтение, преференция, преимущество, льгота, преферанс, привилегия";0
preferred;"получивший продвижение по службе, предпочтительный, привилегированный";0
prefix;"префикс, префиксный, приставка";0
prehistoric;"доисторический, древний, старомодный";0
prejudiced;предвзятый;0
prelude;"прелюдия, вступление";0
premier;"премьер, премьер-министр";0
premiere;премьера;0
prenatal;"пренатальный, предродовой";0
preoccupation;"озабоченность, поглощенность";0
prepared;"подготовленный, готовый";0
preponderance;"преобладание, перевес";0
preposition;"предлог                   -, препозиция";0
preposterous;"абсурдный, нелепый, несообразный, перевёрнутый, инвертированный, поставленный в обратном порядке";0
presbyterian;"пресвитерианин, пресвитерианский";0
prescription;"рецепт, предписание, давность";0
prescriptive;"предписывающий, дающий инструкции, основанный на давнем обычае";0
presence;"присутствие, наличие";0
"present participle";"причастие настоящего времени";0
"present perfect";"настоящее совершенное время";0
"present tense";"настоящее время";0
present-day;"новый, современный, нынешний";0
presenter;"лицо, представляющее кого-л. на должность или звание, поручитель, податель, предъявитель, даритель, ведущий ";0
presently;"лично, собственной персоной, ныне, сегодня, сейчас, теперь, некоторое время спустя, с необходимостью, с неизбежностью";0
preservation;"сохранение, консервация, сохранность, предохранение";0
preset;"задавать, заданный, предварительная установка, заранее задавать";0
presidency;"председательство, президентство";0
presidential;"президентский, губернаторский, относящийся к губернатору ";0
prestige;"престиж, авторитет";0
presumption;"предположение, допущение, основание, вероятность, самонадеянность, самомнение, самоуверенность, наглость, нахальство, презумпция";0
presumptuous;"самонадеянный, слишком самонадеянный";0
presuppose;"полагать, предполагать, иметь или требовать в качестве предварительного условия, включать в себя";0
pre-tax;"начисленный до уплаты налогов";0
pretence;"притворство, обман, отговорка, предлог, довод, претензия, требование, притязания, претенциозность, хвастовство, выставление напоказ";0
pretentious;"претенциозный, вычурный";0
pretext;"предлог, повод, отговорка";0
prevailing;преобладающий;0
prevalence;"распространенность, распространение, преобладание, доминирование, господство";0
prevalent;"распространенный, преобладающий, превалирующий, сложившийся";0
prevention;"предупреждение, предотвращение, профилактика, предохранение";0
preventive;"предупредительный, предохранительный, превентивный, профилактический, таможенный, предупредительная мера, барьер, преграда, профилактическое средство, противозачаточное средство";0
preview;"предварительный закрытый просмотр, трейлер, анонс, предварительное рассмотрение, предварительное представление устраивать предварительный показ, просмотр, анонсировать ";0
previously;"ранее, предварительно";0
pre-war;довоенный;0
priceless;"бесценный, неоценимый, забавный, милый, нелепый, смешной";0
pricing;"калькуляция цен, ценовая политика";0
prickle;"шип, колючка, ощущение покалывания, колоть, прокалывать, протыкать, испытывать покалывание, колотьё, подстрекать, подстёгивать, выступать, торчать как иголки";0
prim;"чопорный, строгий, аккуратный ";0
primacy;"примат, первенство, главенство, первичность";0
primal;"примитивный, первоначальный, главный, основной";0
primarily;"главным образом, первоначально";0
"primary school";"начальная школа";0
primate;"примат, примас, глава, начальник, руководитель";0
"prime minister";премьер-министр;0
primer;"букварь, грунтовка, капсюль, грунт, запал";0
primordial;"первичный, первобытный, изначальный, зачаточный";0
primrose;"первоцвет, примула, бледно-желтый";0
principally;"главным образом, в основном, преимущественно";0
printed;печатный;0
printing;"печатающий, печатание, книгопечатание, распечатывание, набивка, печатное дело, завод";0
printout;"вывод на печатающее устройство";0
prioritize;"отдавать предпочтение, уделять первостепенное внимание";0
priority;"приоритет, приоритетный, очередность, преимущество, первоочередность, первенство, старшинство";0
priory;"маленький монастырь";0
prisoner;"заключенный, пленник, пленный, узник, арестант, арестованный";0
privately;"про себя, частным образом, по секрету";0
privatisation;приватизация;0
privatise;приватизировать;0
privet;бирючина;0
privileged;"привилегированный, удостоившийся чести, уникальной возможности, преимущественный, пользующийся преимущественным правом, не влекущий судебной ответственности, не подлежащий разглашению в суде, составляющий профессиональную тайну ";0
privy;"тайный, причастный";0
pro;"профессионал, профи, за";0
proactive;"упреждающий, проактивный";0
"probably ";"вероятно, возможно, наверно ";0
probate;"официальное утверждение завещания судом, заверенная копия завещания, утверждать завещание";0
probation;"испытательный срок, стажировка, испытание, искус, условное осуждение, послушничество";0
probity;"честность, неподкупность";0
problematic;"проблематичный, трудный для решения, сомнительный, неясный, возможный, но не обязательно верный, относящийся к шахматным задачам проблематика";0
problematical;"проблематичный, трудный для решения, сомнительный, неясный";0
procedural;"процедурный, процессуальный";0
proceeding;"судебное разбирательство, процесс, процессуальное действие, продолжать, возобновлять";0
proceedings;"работа, деятельность, судебное разбирательство";0
proceeds;"доход, вырученная сумма, выручка";0
processing;"обработка, обрабатывающий, переработка, перерабатывающий, процессинг";0
processor;процессор;0
proctor;"поверенный, проктор, надзиратель ";0
prodigal;"мот, расточительный, транжира";0
prodigious;"чрезмерный, непомерный, очень большой";0
prodigy;"одарённый человек, чудо, знак, предзнаменование";0
productive;"продуктивный, производительный, производственный, плодотворный";0
productivity;"производительность, продуктивность, урожайность, плодородие";0
profane;"осквернять, нечестивый, профанировать, богохульный, языческий";0
profess;"исповедовать, преподавать";0
professionalism;"профессионализм, профессиональный характер, профессионализация";0
professionally;профессионально;0
profile;"профиль, профильный, профилировать, очертание, контур, очертания, изображать в профиле, сечение, фасонный, вертикальный разрез";0
profitability;"прибыльность, рентабельность, доходность";0
profitable;"прибыльный, выгодный, доходный, рентабельный, полезный, благоприятный";0
profoundly;"глубоко, низко, глубоко, сильно, глубоко, серьёзно, основательно, крайне, очень, сильно";0
profuse;"обильный, щедрый";0
progeny;"потомство, потомок";0
prognosis;"прогноз, предсказание";0
prognostic;"прогностический, прогнозный";0
progressively;"прогрессивно, постепенно";0
prohibition;"запрет, запрещение, сухой закон, запрет на продажу спиртных напитков";0
projection;"проекция, проектирование, проецирование, выступ, планирование, бросание";0
projector;"проектор, кинопроектор, прожектор, излучатель, проекционный аппарат, проектировщик";0
proletariat;#имя?;0
proliferate;"распространять, размножаться, увеличивать";0
proliferation;"распространение, быстрое увеличение, пролиферация, размножение, разрастание путём новообразований";0
prolific;"плодовитый, обильный";0
prologue;"введение, вступление, пролог, актёр, декламирующий пролог ";0
prolonged;"продленный, длительный, продолжительный, продолженный, затяжной, затянувшийся, удлиненный, пролонгированный";0
prom;"место для гулянья, променад";0
promenade;"прогулка, гулянье, поездка верхом, место для прогулок, для гулянья, бал, танцы, церемония открытия бала, фигура в кадрили, в которой пары движутся против часовой стрелки, прогуливаться, гулять, разгуливать, прохаживаться, фланировать, водить гулять, выводить на прогулку, выставлять напоказ ";0
prominence;"протуберанец, выступ, выпуклость, видное положение";0
promiscuity;"беспорядочность сексуальных связей, сексуальная распущенность";0
promiscuous;"беспорядочный, неразборчивый, смешанный";0
promising;"многообещающий, подающий надежды";0
promotional;"рекламный                                      ";0
promptly;"быстро, сразу, прямо";0
promulgate;"обнародовать, опубликовывать, провозглашать";0
prong;"зубец, штырек, зуб";0
pronoun;"местоимение ";0
pronouncement;"высказывание, объявление, вынесение, заключение";0
pronunciation;"произношение, выговор";0
propensity;"склонность, наклонность, пристрастие, предрасположение";0
properly;"правильно, должным образом, надлежаще, надлежащим образом, как следует, собственно, прилично, пристойно, соответственно";0
prophecy;"пророчество, предсказание";0
prophesy;"предсказывать, пророчить";0
prophetic;пророческий;0
prophylactic;"профилактический, профилактическое средство";0
proportional;"пропорциональный, соразмерный, равномерный";0
proposal;предложение;0
proposed;предложенный;0
proposition;"предложение, утверждение, высказывание, положение, теорема, суждение, заявление, пропозиция";0
proprietary;"собственнический, составляющий или характеризующий чью-л. собственность, частный, патентованный, владелец, собственник, хозяин ";0
proprietor;"хозяин, владелец, собственник";0
propriety;"обоснованность, пристойность, правильность, уместность";0
propulsion;"тяга, продвижение, толчок";0
prosecution;"обвинение, судебное преследование";0
prosecutor;"обвинитель, прокурор";0
prospective;"будущий, предполагаемый, ожидаемый";0
prosperity;"процветание, благополучие, благосостояние, просперити, преуспевание";0
prosperous;"процветающий, преуспевающий, удачливый, благополучный, успешный, богатый, зажиточный, обеспеченный, состоятельный, благоприятный, попутный ";0
prostate;"простата, предстательная железа";0
prostitution;"проституция, развращение, коррупция";0
prostrate;"распростертый, падать ниц, поверженный, обессиленный";0
protective;"защитный, предохранительный, покровительственный, защитительный, охранительный, оградительный";0
protector;"защитник, покровитель, патрон, шеф, попечитель, протектор,,, предохранитель, защитное устройство, регент, протектор, покровитель, сутенёр, крыша";0
protestant;"протестант, протестантский";0
protestants;протестанты;0
protester;"возражающий, протестующий";0
proton;"протон, протонный";0
prototype;"прототип, опытный образец, прообраз, макет, первообраз";0
protracted;"затянувшийся, затяжной, длительный";0
protrude;"торчать, выступать, высовываться, выдаваться, выпирать, выпячиваться";0
